@RELATION all

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE class {"win","lose"}

@DATA
"Lion","DrowRanger","Windranger","TemplarAssassin","DeathProphet",22,2562,"lose"
"LegionCommander","Nature'sProphet","VengefulSpirit","PhantomAssassin","Riki",-22,2562,"win"
"Invoker","Earthshaker","WinterWyvern","Terrorblade","FacelessVoid",-15,2859,"lose"
"Luna","Warlock","DrowRanger","Nature'sProphet","Razor",10,2028,"win"
"DeathProphet","Mirana","Juggernaut","VengefulSpirit","SandKing",-10,2028,"lose"
"StormSpirit","Mirana","Earthshaker","Tusk","LegionCommander",-3,3852,"win"
"Windranger","Riki","Medusa","Undying","Lion",3,3852,"lose"
"Earthshaker","Morphling","Sven","SpiritBreaker","BountyHunter",-2,3204,"lose"
"Necrophos","Alchemist","Omniknight","Axe","Sniper",2,3204,"win"
"Beastmaster","CrystalMaiden","SpiritBreaker","Riki","DragonKnight",47,1997,"win"
"PhantomLancer","Anti-Mage","NightStalker","Mirana","Riki",5,2427,"win"
"Pudge","DrowRanger","Sniper","EmberSpirit","Sven",11,1556,"win"
"ShadowFiend","Huskar","Luna","Weaver","LegionCommander",-11,1556,"lose"
"Rubick","Slark","Invoker","LegionCommander","Lion",-20,3391,"lose"
"SandKing","Clinkz","Windranger","Razor","Mirana",20,3391,"win"
"Pudge","Viper","Timbersaw","Undying","Slardar",-30,2206,"lose"
"PhantomAssassin","Invoker","Earthshaker","LegionCommander","Razor",30,2206,"win"
"SpiritBreaker","Invoker","PhantomAssassin","ShadowShaman","Omniknight",2,2887,"win"
"Pudge","Necrophos","Riki","Luna","Sniper",-2,2887,"lose"
"Tinker","Dazzle","Lich","Slark","Bristleback",-47,2596,"lose"
"BountyHunter","Tiny","Sniper","Oracle","DeathProphet",47,2596,"win"
"Ursa","Sniper","Morphling","LegionCommander","PhantomAssassin",-18,3754,"lose"
"Clockwerk","Slardar","CrystalMaiden","Lina","Sven",3,3443,"lose"
"Alchemist","SandKing","Juggernaut","Luna","LegionCommander",-3,3443,"win"
"DeathProphet","NyxAssassin","Pugna","Slark","Rubick",7,2354,"win"
"Beastmaster","Jakiro","Clinkz","StormSpirit","Sven",-7,2354,"lose"
"Riki","Mirana","Tinker","Slark","TrollWarlord",19,1988,"win"
"LegionCommander","Tiny","Pudge","Juggernaut","Invoker",-19,1988,"lose"
"Timbersaw","NyxAssassin","SkywrathMage","OutworldDevourer","Pudge",36,3428,"win"
"Io","Invoker","Medusa","Huskar","DrowRanger",-36,3428,"lose"
"Disruptor","Morphling","Mirana","Timbersaw","Zeus",-13,2150,"lose"
"FacelessVoid","KeeperoftheLight","Anti-Mage","Pudge","DrowRanger",13,2150,"win"
"Juggernaut","Silencer","Earthshaker","Axe","QueenofPain",-29,2751,"lose"
"DeathProphet","WraithKing","Lich","Tidehunter","AncientApparition",29,2751,"win"
"Luna","Invoker","Rubick","Anti-Mage","Axe",-6,3104,"win"
"Bloodseeker","Windranger","WinterWyvern","Juggernaut","SpiritBreaker",6,3104,"lose"
"Invoker","Sven","ShadowDemon","Slardar","Bloodseeker",18,2296,"win"
"Lion","Tiny","Morphling","Anti-Mage","Lifestealer",-18,2296,"lose"
"Pudge","Lifestealer","Slark","DeathProphet","Slardar",-5,1966,"lose"
"Beastmaster","VengefulSpirit","Axe","DrowRanger","DragonKnight",5,1966,"win"
"ShadowFiend","Lion","Sven","Slark","Lina",3,2762,"lose"
"FacelessVoid","WitchDoctor","Riki","Mirana","Tinker",-3,2762,"win"
"Zeus","Tusk","PhantomLancer","Bloodseeker","Doom",20,2368,"win"
"Weaver","Sniper","PhantomAssassin","Juggernaut","TemplarAssassin",-20,2368,"lose"
"WitchDoctor","Invoker","Sven","Windranger","NagaSiren",12,2835,"win"
"PhantomAssassin","ShadowShaman","DrowRanger","Abaddon","Anti-Mage",-12,2835,"lose"
"Terrorblade","DrowRanger","Luna","Axe","Slark",-2,3062,"win"
"DeathProphet","SandKing","Slardar","PhantomAssassin","Zeus",2,3062,"lose"
"Pugna","Bane","Magnus","QueenofPain","PhantomLancer",-7,2314,"lose"
"Alchemist","Invoker","Slardar","LegionCommander","Juggernaut",7,2314,"win"
"SkywrathMage","Axe","PhantomAssassin","LegionCommander","Viper",10,2307,"win"
"Lifestealer","Sven","Razor","PhantomAssassin","OgreMagi",18,2132,"win"
"Tinker","Disruptor","Tidehunter","FacelessVoid","Slark",-18,2389,"lose"
"Rubick","Tiny","Juggernaut","Mirana","Invoker",18,2389,"win"
"DarkSeer","Omniknight","Huskar","Mirana","Alchemist",16,2609,"win"
"Clockwerk","DrowRanger","Medusa","Invoker","Lion",-16,2609,"lose"
"Silencer","Kunkka","Bloodseeker","StormSpirit","LegionCommander",-3,2563,"lose"
"Anti-Mage","SandKing","DragonKnight","OgreMagi","Lifestealer",3,2563,"win"
"Juggernaut","Magnus","NyxAssassin","Pudge","Kunkka",9,3023,"win"
"Invoker","Tinker","Enigma","Slark","WitchDoctor",-9,3023,"lose"
"ElderTitan","Invoker","Juggernaut","TrollWarlord","Kunkka",19,1895,"win"
"Ursa","Morphling","Tidehunter","Slark","Necrophos",-19,1895,"lose"
"CentaurWarrunner","DrowRanger","Lion","Mirana","Lifestealer",-14,2605,"lose"
"QueenofPain","Slark","Necrophos","TrollWarlord","Mirana",41,1763,"win"
"Undying","DrowRanger","Bristleback","EmberSpirit","Alchemist",-41,1763,"lose"
"LegionCommander","PhantomAssassin","Pugna","Riki","BountyHunter",-31,2146,"lose"
"DrowRanger","Juggernaut","TemplarAssassin","Pudge","Techies",31,2146,"win"
"Weaver","Clinkz","Batrider","Oracle","Juggernaut",29,1954,"win"
"Axe","BountyHunter","Timbersaw","Rubick","Terrorblade",-29,1954,"lose"
"Rubick","Alchemist","Earthshaker","PhantomAssassin","LegionCommander",-3,3599,"lose"
"Lycan","Sven","SandKing","Oracle","Undying",3,3599,"win"
"Morphling","Lina","Timbersaw","Earthshaker","Invoker",-22,2961,"lose"
"Ursa","PhantomLancer","Enigma","Tidehunter","PhantomAssassin",22,2961,"win"
"Bloodseeker","Lion","Slark","Zeus","Nature'sProphet",26,2218,"win"
"FacelessVoid","WitchDoctor","Axe","Abaddon","TrollWarlord",-26,2218,"lose"
"PhantomAssassin","Dazzle","LegionCommander","Axe","Ursa",6,2302,"win"
"Enigma","Huskar","NyxAssassin","Slark","Mirana",-6,2302,"lose"
"ElderTitan","DrowRanger","Windranger","Nature'sProphet","Tinker",17,1740,"win"
"Timbersaw","Visage","StormSpirit","VengefulSpirit","EmberSpirit",-17,1740,"lose"
"Tiny","ElderTitan","Anti-Mage","Pudge","Invoker",19,2720,"win"
"Alchemist","Terrorblade","CrystalMaiden","Mirana","Juggernaut",-19,2720,"lose"
"ShadowDemon","Riki","Bloodseeker","KeeperoftheLight","Sniper",22,2590,"win"
"Jakiro","Lina","Medusa","LegionCommander","Undying",-22,2590,"lose"
"WraithKing","Zeus","Slark","Bloodseeker","Invoker",28,3897,"win"
"SandKing","Dazzle","PhantomLancer","DrowRanger","Necrophos",-28,3897,"lose"
"WitchDoctor","OgreMagi","Medusa","Bloodseeker","Riki",-4,3369,"win"
"Mirana","Axe","Undying","Slark","QueenofPain",4,3369,"lose"
"Sniper","Juggernaut","Rubick","VengefulSpirit","Tinker",16,1921,"win"
"PhantomAssassin","Magnus","ShadowShaman","Pudge","OgreMagi",32,2026,"win"
"Slark","Silencer","PhantomAssassin","Dazzle","OutworldDevourer",17,2978,"win"
"VengefulSpirit","Mirana","DrowRanger","Sniper","Clinkz",-17,2978,"lose"
"Slark","Alchemist","Kunkka","VengefulSpirit","Lina",-36,2676,"lose"
"Gyrocopter","Clockwerk","Enigma","CrystalMaiden","Tinker",36,2676,"win"
"PhantomAssassin","StormSpirit","OgreMagi","Bristleback","NagaSiren",5,3020,"win"
"DrowRanger","FacelessVoid","Slardar","Huskar","Silencer",-5,3020,"lose"
"NyxAssassin","Anti-Mage","Tusk","Phoenix","PhantomAssassin",12,1943,"win"
"Clockwerk","Lion","Spectre","Mirana","EarthSpirit",-12,1943,"lose"
"KeeperoftheLight","Batrider","Nature'sProphet","Terrorblade","Earthshaker",-14,2250,"lose"
"CrystalMaiden","DrowRanger","Tidehunter","Invoker","Spectre",14,2250,"win"
"Riki","Bloodseeker","Pudge","PhantomAssassin","Sniper",56,2040,"win"
"Lion","Disruptor","ShadowFiend","DeathProphet","CrystalMaiden",-56,2040,"lose"
"Earthshaker","Sven","FacelessVoid","Tinker","Rubick",25,2562,"win"
"PhantomLancer","Mirana","Lion","Invoker","BountyHunter",-25,2562,"lose"
"Terrorblade","Sven","Clockwerk","Invoker","Tiny",11,2562,"win"
"ShadowFiend","Nature'sProphet","Mirana","Clockwerk","KeeperoftheLight",29,2225,"win"
"Spectre","Sniper","LegionCommander","Axe","Zeus",-29,2225,"lose"
"Axe","WinterWyvern","DrowRanger","Phoenix","ShadowFiend",0,2411,"win"
"SkywrathMage","Enigma","DrowRanger","Pudge","ShadowFiend",34,4005,"win"
"WraithKing","DragonKnight","Zeus","Sniper","VengefulSpirit",4,2141,"win"
"ShadowFiend","Axe","Pudge","TrollWarlord","WitchDoctor",-12,3067,"lose"
"Lifestealer","DrowRanger","SpiritBreaker","Invoker","NyxAssassin",12,3067,"win"
"Huskar","Tidehunter","undefined","Pudge","Mirana",0,0,"lose"
"CrystalMaiden","Tusk","Weaver","Terrorblade","WraithKing",7,1755,"win"
"Morphling","LegionCommander","Anti-Mage","Abaddon","Windranger",-7,1755,"lose"
"SkywrathMage","Axe","Sven","PhantomAssassin","Weaver",27,2282,"win"
"Clinkz","Riki","PhantomLancer","NightStalker","Axe",22,2262,"win"
"Bloodseeker","BountyHunter","PhantomAssassin","Necrophos","Omniknight",28,1699,"win"
"Sven","Pudge","DrowRanger","Invoker","Gyrocopter",-28,1699,"lose"
"Slark","SpiritBreaker","Pudge","Anti-Mage","Warlock",-6,3326,"lose"
"AncientApparition","Juggernaut","Riki","DragonKnight","Bloodseeker",6,3326,"win"
"Windranger","Kunkka","PhantomAssassin","ElderTitan","Juggernaut",-14,2641,"lose"
"Morphling","Lion","Invoker","LegionCommander","Zeus",14,2641,"win"
"PhantomAssassin","Nature'sProphet","Lion","Alchemist","Sven",-12,2048,"lose"
"Slark","DrowRanger","EmberSpirit","OgreMagi","Tiny",12,2048,"win"
"Lich","Axe","Tiny","ElderTitan","Invoker",-54,1941,"lose"
"Earthshaker","Sven","Sniper","Zeus","Necrophos",54,1941,"win"
"Clockwerk","Axe","Lina","Slark","Silencer",-7,4527,"lose"
"Enigma","EarthSpirit","PhantomAssassin","EmberSpirit","Omniknight",7,4527,"win"
"StormSpirit","Huskar","SandKing","Sven","PhantomAssassin",-20,3935,"win"
"Tiny","Weaver","ShadowFiend","SpiritBreaker","BountyHunter",20,3935,"lose"
"WraithKing","Zeus","Necrophos","Slark","Mirana",-10,3160,"lose"
"Tusk","DeathProphet","Sven","Pudge","Slardar",10,3160,"win"
"Bane","Nature'sProphet","Slark","Axe","Windranger",-15,1916,"lose"
"Sven","Tusk","Pudge","VengefulSpirit","DrowRanger",15,1916,"win"
"Juggernaut","PhantomAssassin","Mirana","StormSpirit","AncientApparition",-2,3210,"win"
"Invoker","Pudge","Rubick","DrowRanger","Sven",4,3264,"win"
"Huskar","Gyrocopter","Pudge","WraithKing","CrystalMaiden",29,2179,"win"
"Anti-Mage","LegionCommander","ShadowFiend","Bloodseeker","DeathProphet",-29,2179,"lose"
"LegionCommander","SpiritBreaker","Sniper","Medusa","Lich",-24,2101,"lose"
"Nature'sProphet","Necrophos","Beastmaster","ChaosKnight","Invoker",24,2101,"win"
"QueenofPain","WraithKing","Warlock","Ursa","Oracle",0,2804,"win"
"Rubick","Riki","Slark","PhantomAssassin","StormSpirit",0,2804,"lose"
"Slark","Techies","Earthshaker","PhantomAssassin","Tinker",5,3415,"lose"
"Rubick","Sven","Sniper","Venomancer","Silencer",-11,4897,"lose"
"BountyHunter","Pudge","Gyrocopter","Alchemist","Invoker",11,4897,"win"
"Juggernaut","Huskar","Mirana","Invoker","Axe",-18,3504,"lose"
"Morphling","Spectre","Pugna","Invoker","CrystalMaiden",2,3004,"win"
"Axe","Windranger","Tinker","Clinkz","Pudge",-2,3004,"lose"
"Leshrac","Silencer","CrystalMaiden","Disruptor","Axe",56,1163,"win"
"Luna","Dazzle","Kunkka","Tiny","WitchDoctor",-56,1163,"lose"
"Invoker","ChaosKnight","OgreMagi","QueenofPain","Anti-Mage",13,4188,"win"
"Clockwerk","SandKing","Enchantress","DrowRanger","Sven",-13,4188,"lose"
"NagaSiren","Enigma","PhantomAssassin","SandKing","Tidehunter",-22,2378,"lose"
"Mirana","Visage","Viper","Sven","Sniper",22,2378,"win"
"Sniper","SpiritBreaker","Zeus","PhantomAssassin","Nature'sProphet",17,2489,"win"
"ShadowDemon","DrowRanger","Bloodseeker","AncientApparition","Morphling",-17,2489,"lose"
"Tinker","Dazzle","Puck","Sniper","Lina",-13,3671,"lose"
"SkywrathMage","Mirana","ShadowFiend","Tiny","CentaurWarrunner",13,3671,"win"
"Oracle","SkywrathMage","Slark","DragonKnight","Earthshaker",8,2493,"lose"
"OgreMagi","Morphling","Axe","FacelessVoid","Alchemist",-8,2493,"win"
"Tinker","Rubick","Omniknight","Visage","Anti-Mage",-11,1546,"lose"
"WinterWyvern","DrowRanger","Clinkz","SpiritBreaker","FacelessVoid",11,1546,"win"
"Lifestealer","Earthshaker","Abaddon","Silencer","Windranger",-24,2462,"lose"
"Mirana","Bloodseeker","LegionCommander","Lifestealer","PhantomAssassin",47,2581,"win"
"Omniknight","PhantomAssassin","ArcWarden","DragonKnight","Kunkka",1,3245,"win"
"NyxAssassin","Nature'sProphet","Clinkz","Slark","Zeus",-1,3245,"lose"
"Mirana","Zeus","CrystalMaiden","FacelessVoid","Earthshaker",25,2063,"win"
"Meepo","DrowRanger","Oracle","Sven","Huskar",-25,2063,"lose"
"EmberSpirit","undefined","EarthSpirit","WraithKing","Sven",-2,2293,"lose"
"Necrophos","Invoker","Nature'sProphet","Terrorblade","Juggernaut",-7,2500,"lose"
"Morphling","WraithKing","Earthshaker","Slark","Mirana",7,2500,"win"
"Riki","Juggernaut","Timbersaw","StormSpirit","Pudge",22,2948,"win"
"Morphling","Disruptor","Puck","Rubick","WraithKing",-22,2948,"lose"
"DrowRanger","Axe","StormSpirit","Mirana","Riki",-5,2927,"lose"
"VengefulSpirit","Undying","Timbersaw","Earthshaker","Juggernaut",5,2927,"win"
"Clockwerk","Tinker","Undying","SkywrathMage","Juggernaut",12,3809,"win"
"Mirana","WitchDoctor","Invoker","DrowRanger","WraithKing",-12,3809,"lose"
"PhantomAssassin","Slark","Pudge","EmberSpirit","Zeus",40,2292,"win"
"DrowRanger","Mirana","Sniper","Broodmother","ShadowFiend",-40,2292,"lose"
"Sven","Pudge","VengefulSpirit","SkywrathMage","Invoker",-9,3411,"win"
"Mirana","Earthshaker","Pugna","Juggernaut","Disruptor",9,3411,"lose"
"Riki","LegionCommander","Invoker","Viper","Lion",18,2020,"win"
"Bane","WraithKing","Weaver","Sven","Luna",-9,1760,"lose"
"Zeus","DrowRanger","Pudge","Sven","WinterWyvern",-9,3405,"win"
"NyxAssassin","LegionCommander","CrystalMaiden","Riki","TrollWarlord",9,3405,"lose"
"Magnus","Spectre","SandKing","Disruptor","LegionCommander",23,2249,"win"
"Slark","Beastmaster","Omniknight","Pudge","Sven",-23,2249,"lose"
"OutworldDevourer","PhantomAssassin","SpiritBreaker","LegionCommander","WitchDoctor",29,2757,"win"
"StormSpirit","Sven","SkywrathMage","Invoker","Viper",-29,2757,"lose"
"ShadowFiend","PhantomAssassin","Undying","CentaurWarrunner","Slark",-15,1847,"lose"
"Pudge","SandKing","Luna","Tinker","DrowRanger",15,1847,"win"
"PhantomLancer","Mirana","Lifestealer","Tiny","PhantomAssassin",17,2960,"win"
"Earthshaker","Slark","OgreMagi","Weaver","Axe",-17,2960,"lose"
"NagaSiren","Axe","Pudge","DrowRanger","StormSpirit",11,3527,"win"
"Luna","NightStalker","Invoker","WraithKing","Slark",-11,3527,"lose"
"Lion","Enigma","Pudge","Magnus","Slark",-12,2729,"lose"
"DrowRanger","EarthSpirit","Luna","Medusa","Axe",-36,2181,"lose"
"Disruptor","Pudge","Juggernaut","Sniper","Slardar",36,2181,"win"
"Slardar","Juggernaut","PhantomAssassin","WraithKing","Anti-Mage",-22,1332,"lose"
"PhantomAssassin","ShadowDemon","WraithKing","Sniper","Gyrocopter",22,2448,"win"
"Huskar","Invoker","Dazzle","Anti-Mage","KeeperoftheLight",-11,3388,"win"
"Timbersaw","Pudge","Io","Alchemist","LegionCommander",11,3388,"lose"
"PhantomAssassin","Venomancer","SpiritBreaker","Invoker","BountyHunter",32,1745,"win"
"SkywrathMage","Juggernaut","NightStalker","ShadowFiend","Lifestealer",-32,1745,"lose"
"Bloodseeker","Juggernaut","Axe","Rubick","Slark",-19,2479,"lose"
"ElderTitan","LegionCommander","Spectre","Necrophos","Zeus",19,2479,"win"
"ElderTitan","Juggernaut","Alchemist","CrystalMaiden","Necrophos",-23,1535,"lose"
"Clinkz","Lycan","Undying","PhantomLancer","Nature'sProphet",23,1535,"win"
"Magnus","PhantomAssassin","Invoker","Sven","WitchDoctor",14,2478,"win"
"Luna","TemplarAssassin","Silencer","DarkSeer","Axe",-14,2478,"lose"
"Chen","Tinker","Medusa","Mirana","ShadowFiend",6,2621,"lose"
"Sven","Viper","DrowRanger","PhantomAssassin","DragonKnight",22,1344,"win"
"ShadowDemon","Kunkka","SkywrathMage","Spectre","DarkSeer",6,2992,"win"
"Jakiro","DrowRanger","Lina","Windranger","StormSpirit",-6,2992,"lose"
"Sniper","ChaosKnight","Axe","Morphling","CentaurWarrunner",-2,2085,"lose"
"Lina","Slark","Mirana","Sven","LegionCommander",25,1677,"win"
"PhantomAssassin","Omniknight","Tinker","LegionCommander","Sven",22,2375,"win"
"Mirana","AncientApparition","ShadowDemon","Morphling","Timbersaw",-22,2375,"lose"
"Morphling","FacelessVoid","Earthshaker","LegionCommander","Juggernaut",22,2441,"win"
"Sniper","Oracle","Huskar","Timbersaw","Pugna",-22,2441,"lose"
"Morphling","CrystalMaiden","Pudge","SpiritBreaker","Invoker",55,1944,"win"
"Tusk","Bristleback","Windranger","BountyHunter","Sniper",-55,1944,"lose"
"Axe","Tinker","Morphling","Earthshaker","Slark",21,3555,"win"
"Meepo","NyxAssassin","Anti-Mage","Gyrocopter","Batrider",-21,3555,"lose"
"Slark","Pudge","NyxAssassin","LegionCommander","ShadowFiend",21,1947,"win"
"Lina","Doom","Sniper","DrowRanger","Puck",-21,1947,"lose"
"QueenofPain","Rubick","Axe","Venomancer","WraithKing",28,1982,"win"
"StormSpirit","Lifestealer","Lich","Slark","Luna",-28,1982,"lose"
"Abaddon","Doom","Silencer","PhantomLancer","Phoenix",-23,3087,"win"
"CentaurWarrunner","Anti-Mage","Mirana","Ursa","Earthshaker",23,3087,"lose"
"Windranger","Tusk","Slark","Juggernaut","Zeus",-18,2439,"lose"
"Sven","BountyHunter","Ursa","LegionCommander","PhantomLancer",18,2439,"win"
"TemplarAssassin","SandKing","Ursa","Rubick","Bristleback",21,1868,"win"
"FacelessVoid","Leshrac","Juggernaut","Mirana","Zeus",-21,1868,"lose"
"Earthshaker","Techies","LegionCommander","DragonKnight","FacelessVoid",-12,4053,"win"
"Pudge","Tiny","Tinker","Mirana","Bloodseeker",12,4053,"lose"
"Timbersaw","DrowRanger","VengefulSpirit","WraithKing","Pudge",5,3113,"win"
"Luna","Abaddon","PhantomLancer","CrystalMaiden","PhantomAssassin",-5,3113,"lose"
"Sniper","DeathProphet","WraithKing","Riki","Mirana",15,2282,"win"
"Lion","Juggernaut","BountyHunter","Pudge","Huskar",-15,2282,"lose"
"Earthshaker","Riki","PhantomAssassin","Morphling","Pudge",8,3206,"win"
"Techies","Timbersaw","Sniper","Anti-Mage","Bristleback",-8,3206,"lose"
"CrystalMaiden","DrowRanger","DragonKnight","Invoker","Pudge",-5,3345,"win"
"PhantomAssassin","Earthshaker","Huskar","Lion","OutworldDevourer",5,3345,"lose"
"Windranger","Juggernaut","Mirana","Lion","Pudge",29,2518,"win"
"Slark","Nature'sProphet","Dazzle","EmberSpirit","NightStalker",-29,2518,"lose"
"Ursa","Pudge","Huskar","Sven","Pugna",11,2016,"win"
"Anti-Mage","LegionCommander","Invoker","Slark","PhantomLancer",-11,2016,"lose"
"Bloodseeker","Lycan","Axe","PhantomAssassin","Lina",-53,2161,"lose"
